gene_symbol,HealthyLungBiopsy_2,HealthyLungBiopsy_1,COVID19Lung_2,COVID19Lung_1
SNCAIP,77,103,2,0
MGC32805,22,18,0,0
SNX2,957,1280,106,0
SNX24,300,311,6,0
PPIC,488,262,2,0
PRDM6,55,62,0,0
CEP120,357,292,8,0
CSNK1G3,352,612,9,0
ZNF608,283,276,5,0
ALDH7A1,588,177,16,0
PHAX,251,557,7,1
LMNB1,965,375,266,17
3-Mar,653,1100,27,3
C5orf63,27,68,0,0
MEGF10,0,0,0,0
PRRC1,388,979,1,1
CTXN3,0,0,0,0
SLC12A2,274,533,43,0
FBN2,7,4,10,0
SLC27A6,6,19,0,0
ISOC1,240,711,21,0
MIR4633,0,0,0,0
MIR4460,0,0,0,0
ADAMTS19,11,0,0,0
KIAA1024L,1,0,0,0
CHSY3,22,40,4,0
HINT1,3738,8378,170,8
LYRM7,184,131,0,0
CDC42SE2,905,2422,27,9
RAPGEF6,206,818,0,1
FNIP1,252,1041,10,2
ACSL6,11,17,0,0
IL3,0,0,0,0
CSF2,11,7786,2,2
P4HA2,407,4628,19,1
PDLIM4,842,1385,15,0
SLC22A4,117,312,12,1
MIR3936,0,0,0,0
SLC22A5,93,367,1,0
C5orf56,300,1930,84,4
IRF1,4406,31122,266,22
IL5,8,3,0,0
RAD50,306,565,12,0
IL13,27,17,0,0
IL4,0,11,0,0
KIF3A,98,113,6,0
CCNI2,12,25,0,0
8-Sep,1139,1562,5,0
SOWAHA,0,0,0,0
SHROOM1,142,48,1,0
GDF9,5,16,0,0
UQCRQ,2430,3025,75,7
LEAP2,33,44,0,0
AFF4,1474,5062,14,2
ZCCHC10,335,684,8,0
HSPA4,1127,4483,30,3
FSTL4,12,125,4,0
MIR1289-2,0,0,0,0
C5orf15,563,1578,44,0
VDAC1,3161,9780,260,27
TCF7,91,350,0,0
SKP1,6180,10660,509,17
PPP2CA,2292,9512,336,16
MIR3661,0,0,0,0
CDKL3,31,61,7,0
UBE2B,2070,2928,200,6
CDKN2AIPNL,385,189,6,2
SAR1B,722,1833,11,4
SEC24A,259,3402,39,0
CAMLG,958,1523,35,1
DDX46,818,1651,22,0
C5orf24,620,936,21,2
TXNDC15,513,1032,8,0
PCBD2,137,83,6,0
CATSPER3,20,9,0,0
PITX1,4,0,3,0
H2AFY,2534,4700,108,16
TIFAB,3,3,0,0
NEUROG1,0,0,0,0
CXCL14,179,32,0,0
SLC25A48,0,2,0,0
IL9,0,0,0,0
FBXL21,0,0,0,0
LECT2,10,0,0,0
TGFBI,2079,1430,98,12
VTRNA2-1,3,24,3,0
SMAD5-AS1,2,13,0,0
SMAD5,546,1251,18,0
TRPC7,2,0,0,0
SPOCK1,17,225,17,0
KLHL3,332,705,0,0
MIR874,0,0,0,0
HNRNPA0,3835,4191,74,2
NPY6R,4,3,0,0
MYOT,5,6,0,0
PKD2L2,3,1,0,0
FAM13B,473,902,0,0
WNT8A,0,0,0,0
NME5,27,35,6,0
BRD8,664,1028,10,0
KIF20A,10,23,0,0
CDC23,252,724,6,0
GFRA3,9,6,0,0
CDC25C,3,6,0,0
FAM53C,1065,1680,17,4
KDM3B,900,1896,18,1
REEP2,28,0,1,0
EGR1,18239,54546,100,6
ETF1,4317,10066,171,3
HSPA9,3568,18531,224,5
SNORD63,0,6,0,0
CTNNA1,6907,18961,145,20
LRRTM2,10,29,0,0
SIL1,647,894,4,1
SNHG4,0,51,0,0
MATR3,3558,6424,134,10
SNORA74A,0,6,0,0
PAIP2,1872,4035,174,5
SLC23A1,3,13,0,0
MZB1,801,80,0,0
PROB1,8,7,5,0
SPATA24,18,23,3,0
DNAJC18,529,593,0,0
ECSCR,1867,1557,44,0
TMEM173,4091,4923,389,29
UBE2D2,2037,2890,211,7
CXXC5,137,203,1,0
PSD2,7,12,0,0
NRG2,29,6,0,0
PURA,325,662,4,0
IGIP,290,287,0,0
CYSTM1,2394,6958,1228,86
PFDN1,1207,1730,17,4
HBEGF,1954,21834,95,11
SLC4A9,17,8,1,0
ANKHD1,272,302,6,0
ANKHD1-EIF4EBP3,7,0,0,0
EIF4EBP3,8,10,0,0
SRA1,1354,2286,24,2
APBB3,618,413,1,0
SLC35A4,1761,2111,7,0
CD14,3036,3248,128,11
TMCO6,177,187,7,1
NDUFA2,1539,1826,27,1
IK,1921,2659,34,0
MIR3655,0,0,0,0
WDR55,317,692,3,0
DND1,190,256,2,0
HARS,1443,2384,19,2
HARS2,671,951,0,0
ZMAT2,1664,2445,112,9
VTRNA1-1,4,51,21,3
VTRNA1-2,0,5,1,0
VTRNA1-3,2,50,0,0
PCDHA1,5,0,0,0
PCDHA2,4,0,0,0
PCDHA3,37,4,0,0
PCDHA4,15,0,0,0
PCDHA5,6,0,0,0
PCDHA6,2,0,0,0
PCDHA7,8,1,0,0
PCDHA8,0,0,0,0
PCDHA9,14,2,0,0
PCDHA10,3,1,0,0
PCDHA11,0,1,0,0
PCDHA12,3,6,0,0
PCDHA13,0,0,0,0
PCDHAC1,0,6,0,0
PCDHAC2,1,15,0,0
PCDHB1,0,0,0,0
PCDHB2,127,30,0,0
PCDHB3,24,21,0,0
PCDHB4,114,76,6,0
PCDHB5,65,18,0,0
PCDHB6,13,5,0,0
PCDHB7,67,29,0,0
PCDHB8,17,10,0,0
PCDHB16,96,53,0,1
PCDHB9,72,13,0,0
PCDHB10,71,1,0,0
PCDHB11,37,9,0,0
PCDHB12,45,12,0,0
PCDHB13,14,15,0,0
PCDHB14,78,41,0,0
PCDHB19P,13,5,0,0
PCDHB15,124,63,0,0
SLC25A2,0,0,0,0
TAF7,2237,6481,56,2
PCDHGA1,8,3,0,0
PCDHGA2,5,4,0,0
PCDHGA3,14,7,0,0
PCDHGB1,7,1,0,0
PCDHGA4,3,5,0,0
PCDHGB2,17,4,0,0
PCDHGA5,2,12,0,0
PCDHGB3,3,3,0,0
PCDHGA6,3,2,0,0
PCDHGA7,5,11,0,0
PCDHGB4,6,16,0,0
PCDHGA8,9,1,0,0
PCDHGB5,44,44,8,0
PCDHGA9,19,16,0,0
PCDHGB6,19,34,0,0
PCDHGA10,5,10,1,0
PCDHGB7,126,31,0,0
PCDHGA11,7,19,0,0
PCDHGB8P,0,4,0,0
PCDHGA12,41,27,0,0
PCDHGC3,181,372,11,1
PCDHGC4,0,14,0,0
PCDHGC5,1,8,0,0
DIAPH1,2490,5425,41,0
LOC100505658,0,14,0,0
HDAC3,1029,1823,4,0
RELL2,13,90,0,0
FCHSD1,247,372,8,0
ARAP3,1941,1502,0,0
PCDH1,1604,3261,1,2
LOC729080,1,1,0,0
PCDH12,763,1312,1,0
RNF14,766,1041,28,0
GNPDA1,423,2171,22,0
NDFIP1,2209,3137,151,6
SPRY4,2344,5907,47,2
FGF1,150,647,0,0
ARHGAP26,1038,1316,90,1
ARHGAP26-AS1,5,6,0,0
NR3C1,1018,4600,40,17
MIR5197,0,0,0,0
HMHB1,0,0,0,0
YIPF5,544,871,59,0
KCTD16,27,5,0,0
PRELID2,50,136,6,0
GRXCR2,0,1,0,0
SH3RF2,31,734,5,0
PLAC8L1,19,50,0,0
LARS,1123,3438,82,12
RBM27,356,890,10,3
POU4F3,0,3,0,0
TCERG1,881,2585,0,0
GPR151,0,2,0,0
PPP2R2B,31,57,0,0
PPP2R2B-IT1,0,0,0,0
STK32A,8,72,0,0
DPYSL3,5157,1033,18,0
JAKMIP2-AS1,0,0,0,0
JAKMIP2,114,67,0,0
SPINK1,0,815,0,0
SCGB3A2,1742,3387,235,4
C5orf46,0,0,0,0
SPINK5,226,16,5,0
SPINK14,0,0,0,0
SPINK6,2,1,0,0
SPINK13,0,2,0,0
SPINK7,0,0,0,0
SPINK9,0,0,0,0
FBXO38,417,865,11,0
HTR4,11,1,0,0
ADRB2,450,1144,54,0
SH3TC2,73,24,0,0
ABLIM3,2014,1914,1,1
AFAP1L1,800,5708,15,0
GRPEL2,387,3935,0,0
PCYOX1L,171,98,0,0
IL17B,31,1,0,0
MIR143,0,0,0,0
MIR145,0,0,0,0
CSNK1A1,2043,5431,37,1
ARHGEF37,530,86,0,0
PPARGC1B,767,139,0,0
PDE6A,51,3,0,0
SLC26A2,2190,852,39,0
TIGD6,166,167,0,0
HMGXB3,918,2413,5,0
CSF1R,381,787,6,6
PDGFRB,8093,2176,1,1
CDX1,8,2,0,0
SLC6A7,19,15,0,0
CAMK2A,69,112,0,0
ARSI,155,209,0,0
TCOF1,663,1593,19,6
CD74,51451,49242,10153,834
RPS14,18876,26716,306,35
NDST1,2011,4899,1,0
SYNPO,5024,6867,65,0
MYOZ3,55,53,0,0
RBM22,1280,3096,130,4
DCTN4,730,1708,12,2
SMIM3,1968,3081,14,1
IRGM,2,29,0,0
ZNF300,61,332,5,0
ZNF300P1,47,447,0,0
GPX3,43325,10523,482,68
TNIP1,4735,37928,165,31
ANXA6,7239,4169,38,2
CCDC69,3173,1678,17,1
GM2A,893,2250,48,2
SLC36A3,4,3,0,0
SLC36A2,1,1,0,0
SLC36A1,165,334,6,0
FAT2,2,12,0,0
SPARC,22497,17848,798,36
ATOX1,1215,2089,12,1
G3BP1,1478,5127,107,3
GLRA1,0,2,0,0
NMUR2,11,3,0,0
GRIA1,78,63,0,0
FAM114A2,293,453,13,0
MFAP3,434,1247,33,0
GALNT10,852,1870,13,1
SAP30L,616,695,1,1
HAND1,0,14,0,0
MIR3141,0,0,0,0
LARP1,1762,3998,46,6
CNOT8,1418,3901,51,1
GEMIN5,358,886,17,0
MRPL22,455,942,4,1
KIF4B,0,0,0,0
SGCD,219,49,1,0
TIMD4,10,9,0,0
HAVCR1,3,5,2,0
HAVCR2,178,658,26,0
MED7,126,322,3,0
FAM71B,0,0,0,0
ITK,86,662,0,0
CYFIP2,421,851,4,3
FNDC9,0,5,0,0
NIPAL4,15,1167,0,0
ADAM19,401,1200,1,1
SOX30,0,2,0,0
C5orf52,0,0,0,0
THG1L,127,319,0,0
LSM11,12,30,0,0
CLINT1,817,2637,66,5
EBF1,722,153,3,0
RNF145,2397,5887,82,9
UBLCP1,445,660,25,0
IL12B,2,4,6,0
LOC285626,0,0,0,0
ADRA1B,16,3,0,0
TTC1,928,1559,62,4
PWWP2A,249,694,0,0
FABP6,13,21,0,3
CCNJL,171,386,0,0
C1QTNF2,280,11,0,0
SLU7,928,1805,12,0
PTTG1,60,676,8,0
MIR3142,0,0,0,0
MIR146A,0,16,0,0
ATP10B,9,25,0,0
GABRB2,47,7,0,0
GABRA6,0,0,0,0
GABRA1,5,0,0,0
GABRG2,23,0,0,0
CCNG1,987,1374,16,0
NUDCD2,343,414,11,0
HMMR,8,31,0,0
MAT2B,1081,2073,70,3
TENM2,23,12,0,0
WWC1,305,1719,16,1
RARS,708,2162,18,3
FBLL1,3,3,0,0
PANK3,163,726,5,0
MIR103A1,0,0,0,0
MIR103B1,0,0,0,0
SLIT3,2090,891,9,0
MIR218-2,0,0,0,0
MIR585,0,0,0,0
SPDL1,67,259,1,1
DOCK2,251,667,30,1
MIR378E,0,0,0,0
FOXI1,0,5,0,0
C5orf58,0,4,9,0
LCP2,625,3909,1338,87
KCNIP1,6,30,0,0
KCNMB1,321,333,18,4
GABRP,21,19,6,0
RANBP17,20,108,3,0
TLX3,0,0,0,0
MIR3912,0,0,0,0
NPM1,9627,21198,607,45
FGF18,211,66,0,3
FBXW11,815,2245,13,2
STK10,905,3889,16,2
EFCAB9,0,1,0,0
UBTD2,412,906,16,0
SH3PXD2B,584,1601,0,0
NEURL1B,2198,577,7,0
DUSP1,23861,22645,173,3
ERGIC1,2956,3229,50,1
LOC100268168,15,23,6,0
RPL26L1,268,531,9,0
ATP6V0E1,2721,8205,351,21
SNORA74B,0,15,3,5
CREBRF,507,1422,41,0
BNIP1,209,644,1,0
NKX2-5,10,0,0,0
STC2,1213,4752,61,3
LOC285593,3,9,0,0
BOD1,978,1961,18,1
CPEB4,536,1171,11,0
C5orf47,0,0,0,0
MSX2,63,159,8,2
MIR4634,0,0,0,0
DRD1,44,71,0,0
SFXN1,117,690,21,1
HRH2,39,23,0,0
CPLX2,2,3,19,4
THOC3,252,338,4,0
FAM153B,0,1,0,0
LOC100507387,20,4,0,0
LOC643201,4,0,0,0
SIMC1,127,282,0,0
KIAA1191,1746,3454,80,9
ARL10,1,29,0,0
NOP16,1377,3611,14,1
HIGD2A,2097,1591,139,14
CLTB,2283,3062,45,6
FAF2,555,1885,19,0
RNF44,429,571,4,0
CDHR2,1,4,0,0
GPRIN1,9,24,3,0
SNCB,0,0,0,0
MIR4281,0,0,0,0
EIF4E1B,0,0,0,0
TSPAN17,613,1149,10,0
UNC5A,4,16,0,0
HK3,261,395,32,0
UIMC1,618,1813,7,0
ZNF346,145,222,5,3
FGFR4,648,256,0,1
NSD1,512,1180,16,3
RAB24,975,2938,30,8
PRELID1,1389,2824,0,0
MXD3,157,151,7,0
LMAN2,2749,4082,49,1
RGS14,199,195,5,0
SLC34A1,0,0,0,0
PFN3,0,0,0,0
F12,16,14,0,0
GRK6,775,884,15,0
PRR7-AS1,1,17,2,0
PRR7,31,161,0,0
DBN1,1163,1058,10,0
PDLIM7,1732,1257,56,15
DOK3,299,306,189,20
DDX41,1350,2063,21,1
FAM193B,971,1302,20,0
TMED9,2536,8539,52,2
B4GALT7,389,628,2,0
LOC202181,25,79,2,0
FAM153A,0,1,0,0
LOC728554,98,98,0,0
PROP1,0,0,0,0
FAM153C,0,0,0,0
N4BP3,98,552,0,0
RMND5B,557,709,1,0
NHP2,1753,2902,77,3
HNRNPAB,4999,9417,211,6
COL23A1,68,12,0,0
CLK4,436,1311,8,2
ZNF354A,149,456,26,0
AACSP1,1,0,0,0
ZNF354B,70,262,0,0
ZFP2,33,49,0,0
ZNF454,14,13,0,0
GRM6,20,3,0,0
ZNF879,31,80,0,0
ZNF354C,3,28,0,0
ADAMTS2,652,1412,0,0
RUFY1,889,1437,47,0
HNRNPH1,7808,16007,91,0
C5orf60,0,0,0,0
CBY3,0,0,0,0
CANX,5263,18347,1207,37
MAML1,613,1543,5,0
LTC4S,607,94,0,2
MGAT4B,513,1790,6,3
MIR1229,0,0,0,0
SQSTM1,9453,48967,408,19
TBC1D9B,1616,2372,16,0
RNF130,3237,1794,173,4
MIR340,0,0,0,0
RASGEF1C,1,2,0,2
MAPK9,655,752,3,0
GFPT2,1844,7206,132,4
CNOT6,441,1044,21,0
SCGB3A1,576,9920,33,3
FLT4,786,1415,7,0
OR2Y1,0,0,0,0
MGAT1,3424,5903,13,8
HEIH,584,616,8,1
LINC00847,136,262,0,0
ZFP62,199,513,5,0
BTNL8,173,30,12,1
BTNL3,4,0,6,0
BTNL9,5262,133,5,0
OR2V1,0,0,0,0
OR2V2,0,0,0,0
TRIM7,242,70,0,0
MIR4638,0,0,0,0
TRIM41,576,478,5,0
SNORD96A,15,53,0,0
SNORD95,5,12,0,0
TRIM52,151,309,4,0
DUSP22,980,834,31,0
IRF4,79,637,0,0
EXOC2,378,930,1,0
HUS1B,20,7,0,0
FOXQ1,46,152,0,2
FOXF2,246,66,0,0
FOXC1,492,203,21,0
GMDS,277,411,0,0
MYLK4,13,17,0,0
WRNIP1,608,1076,7,0
SERPINB1,5652,15965,798,42
MIR4645,3,0,0,0
SERPINB9,1108,5221,2627,137
SERPINB6,5848,4891,27,1
NQO2,743,1272,8,2
HTATSF1P2,12,116,0,0
RIPK1,1250,2155,7,3
BPHL,136,66,0,0
TUBB2A,649,1133,23,0
TUBB2B,55,270,1,0
PSMG4,307,296,4,2
SLC22A23,593,476,0,0
PXDC1,3247,2296,9,0
FAM50B,123,91,0,0
PRPF4B,1131,3355,19,0
FAM217A,0,0,0,0
C6orf201,0,0,0,0
ECI2,580,687,5,0
CDYL,322,834,7,0
RPP40,135,120,6,1
PPP1R3G,26,17,0,0
LYRM4,572,962,35,2
MIR3691,0,1,0,0
FARS2,294,233,0,0
NRN1,962,507,32,2
F13A1,1445,63,17,0
LY86-AS1,7,1,0,0
LY86,141,93,24,3
RREB1,497,1080,6,0
SSR1,1496,4304,206,11
CAGE1,0,32,0,0
RIOK1,708,1680,31,1
DSP,288,678,13,0
SNRNP48,206,368,10,1
BMP6,191,325,2,0
BLOC1S5-TXNDC5,0,0,0,0
TXNDC5,96,35,0,0
PIP5K1P1,0,0,0,0
BLOC1S5,0,0,0,0
EEF1E1,102,223,0,0
SCARNA27,0,1,0,0
SLC35B3,314,545,8,0
LOC100506207,20,26,0,0
HULC,0,0,0,0
TFAP2A,19,11,5,0
LINC00518,7,0,0,0
MIR5689,0,0,0,0
GCNT2,121,460,0,0
C6orf52,8,13,0,0
PAK1IP1,373,1439,14,0
TMEM14C,1857,1004,30,1
TMEM14B,1159,1071,94,1
MAK,23,75,1,0
GCM2,0,0,0,0
SYCP2L,39,72,0,0
ELOVL2,25,2,3,0
ELOVL2-AS1,0,0,0,0
SMIM13,182,393,0,3
ERVFRD-1,23,14,0,0
NEDD9,4208,8468,74,5
TMEM170B,128,78,12,0
ADTRP,91,1012,14,0
HIVEP1,401,2460,28,0
EDN1,1767,4375,123,6
PHACTR1,100,356,24,2
LOC100130357,20,47,5,0
TBC1D7,299,382,11,0
GFOD1,270,119,0,0
SIRT5,503,204,0,0
NOL7,935,2824,23,5
RANBP9,469,769,30,2
RNF182,64,77,0,0
CD83,636,27909,86,1
JARID2,395,990,10,1
DTNBP1,585,808,19,0
MYLIP,956,1632,41,0
MIR4639,0,2,0,0
GMPR,192,326,28,8
ATXN1,436,993,10,0
STMND1,14,35,0,0
RBM24,48,13,0,0
CAP2,161,31,0,0
FAM8A1,506,580,215,7
NUP153,649,3753,25,0
KIF13A,1065,980,32,1
NHLRC1,23,31,0,0
TPMT,290,528,33,0
KDM1B,170,251,13,0
DEK,1538,3581,82,0
RNF144B,1647,1686,132,7
MIR548A1,0,0,0,0
ID4,1267,928,6,0
MBOAT1,250,136,0,0
E2F3,151,842,6,3
CDKAL1,215,307,14,3
SOX4,941,2508,12,0
PRL,0,2,5,0
HDGFL1,0,0,0,0
NRSN1,0,0,0,0
DCDC2,16,53,0,0
KAAG1,7,0,0,0
MRS2,263,400,0,0
GPLD1,46,23,0,0
ALDH5A1,200,69,0,0
KIAA0319,23,43,0,0
TDP2,612,1298,90,1
ACOT13,333,448,30,2
C6orf62,1937,3986,48,2
GMNN,131,281,0,0
CMAHP,1204,1243,9,0
SCGN,10,0,0,0
HIST1H2AA,0,0,0,0
HIST1H2BA,0,0,0,0
HIST1H2APS1,8,0,0,0
SLC17A4,0,0,0,0
SLC17A1,0,0,0,0
SLC17A3,1,0,0,0
SLC17A2,0,0,0,0
TRIM38,642,1398,662,41
HIST1H1A,0,0,0,0
HIST1H3A,4,8,0,0
HIST1H4A,0,5,0,0
HIST1H4B,0,11,0,0
HIST1H3B,0,2,0,0
HIST1H2AB,0,1,0,0
HIST1H2BB,0,7,0,0
HIST1H3C,0,6,0,0
HIST1H1C,337,1557,26,2
HFE,18,35,0,0
HIST1H4C,0,36,0,0
HIST1H1T,0,5,0,0
HIST1H2BC,25,81,37,2
HIST1H2AC,109,240,6,4
HIST1H1E,0,261,0,0
HIST1H2BD,29,364,47,5
HIST1H2BE,3,13,0,0
HIST1H4D,0,10,0,0
HIST1H3D,7,14,3,0
HIST1H2AD,0,0,0,0
HIST1H2BF,0,3,0,0
HIST1H4E,0,92,0,0
HIST1H2BG,0,19,0,0
HIST1H2AE,2,18,7,0
HIST1H3E,0,16,0,0
HIST1H1D,5,14,0,0
HIST1H4F,0,10,0,0
HIST1H4G,0,0,0,0
HIST1H3F,0,3,0,0
HIST1H2BH,1,11,0,1
HIST1H3G,0,4,0,0
HIST1H2BI,0,4,0,0
HIST1H4H,16,351,1,0
BTN3A2,1165,3262,10,1
BTN2A2,194,3215,2,0
BTN3A1,1010,2785,46,0
BTN2A3P,33,180,0,0
BTN3A3,539,1549,25,5
BTN2A1,682,3838,47,1
LOC285819,17,4,0,0
BTN1A1,1,1,0,0
HCG11,162,209,0,0
HMGN4,1193,2971,117,5
ABT1,871,1951,6,1
ZNF322,58,197,4,0
GUSBP2,9,1,0,0
LINC00240,21,42,2,0
LOC100270746,58,36,0,0
HIST1H2BJ,5,33,0,0
HIST1H2AG,0,7,0,0
HIST1H2BK,658,3083,311,7
HIST1H4I,0,21,0,0
HIST1H2AH,0,2,0,0
MIR3143,0,0,0,0
PRSS16,52,377,30,6
POM121L2,0,0,0,0
VN1R10P,7,0,0,0
ZNF204P,181,131,9,0
ZNF391,9,16,0,0
ZNF184,65,219,10,0
LOC100131289,3,10,0,0
HIST1H2BL,0,5,0,0
HIST1H2AI,0,5,0,0
HIST1H3H,4,16,0,0
HIST1H2AJ,0,0,0,0
HIST1H2BM,0,0,0,0
HIST1H4J,4,5,0,0
HIST1H4K,0,1,0,0
HIST1H2AK,0,7,0,0
HIST1H2BN,7,45,0,0
HIST1H2AL,0,4,0,0
HIST1H1B,0,4,0,0
HIST1H3I,0,3,0,0
HIST1H4L,0,3,0,0
HIST1H3J,0,0,0,0
HIST1H2AM,1,7,0,0
HIST1H2BO,0,3,0,0
OR2B2,0,0,0,0
OR2B6,3,1,0,0
ZNF165,60,358,1,0
ZSCAN12P1,21,282,0,0
ZSCAN16,58,104,13,0
ZKSCAN8,23,343,11,0
TOB2P1,4,33,0,0
ZSCAN9,126,506,0,0
ZKSCAN4,45,60,0,0
NKAPL,19,31,0,0
ZSCAN26,131,328,0,0
PGBD1,104,169,10,0
ZSCAN31,193,169,0,0
ZKSCAN3,47,58,5,0
ZSCAN12,65,224,0,2
ZSCAN23,0,4,0,0
GPX6,0,0,0,0
GPX5,0,0,0,0
TRIM27,923,2812,19,0
ZNF311,43,31,4,0
LOC100129636,0,0,0,0
OR2W1,0,0,0,0
OR2B3,0,0,0,0
OR2J3,0,0,0,0
OR2J2,0,0,0,0
OR14J1,0,0,0,0
OR5V1,0,0,0,0
OR12D3,0,0,0,0
OR12D2,0,0,0,0
OR11A1,0,0,0,0
OR10C1,0,0,0,0
OR2H1,0,0,0,0
MAS1L,3,0,0,0
UBD,110,7237,13,3
SNORD32B,0,0,0,0
OR2H2,3,25,0,0
GABBR1,1992,2474,18,6
MOG,3,2,0,0
ZFP57,0,34,0,0
HLA-F,4647,15607,69,7
HLA-F-AS1,114,439,6,2
IFITM4P,10,10,0,0
HCG4,25,81,3,0
HLA-G,119,836,30,1
HLA-H,709,2032,3,0
HCG4B,0,19,2,0
HLA-A,29364,127606,10202,810
HCG9,6,4,0,0
HLA-J,33,598,350,29
ZNRD1,612,2272,22,0
PPP1R11,1447,3299,249,10
RNF39,26,226,0,0
TRIM31,3,21,1,0
TRIM40,0,5,0,0
TRIM10,0,2,0,0
TRIM15,0,1,0,0
TRIM26,1183,1920,112,3
HCG17,3,19,0,0
HLA-L,183,925,1,0
HCG18,381,1101,6,0
TRIM39,381,549,10,0
TRIM39-RPP21,0,0,0,0
RPP21,1,4,0,0
HLA-E,60376,100332,2332,172
GNL1,2834,5969,9,0
PRR3,205,618,0,0
ABCF1,1617,5560,20,1
MIR877,0,0,0,0
PPP1R10,1207,4236,26,0
MRPS18B,1012,1131,20,1
ATAT1,180,272,3,0
C6orf136,186,350,0,0
DHX16,731,914,4,1
PPP1R18,2238,9316,444,28
NRM,552,443,13,1
MDC1,613,965,0,0
TUBB,9936,31721,929,59
FLOT1,7125,7249,882,82
IER3,7722,97416,184,17
DDR1,254,2145,14,6
MIR4640,0,0,0,0
GTF2H4,292,454,4,0
VARS2,290,494,8,0
SFTA2,890,1975,35,0
MUC21,2,122,8,0
MUC22,0,142,0,0
HCG22,5,10,0,0
C6orf15,0,1,0,0
PSORS1C1,9,111,3,0
CDSN,4,74,14,0
PSORS1C2,2,6,0,0
CCHCR1,297,215,0,0
TCF19,153,111,3,0
POU5F1,32,142,0,2
PSORS1C3,0,18,0,0
HCG27,25,69,2,0
HLA-C,33172,108721,6694,534
HLA-B,56554,174534,14268,1015
MICA,767,2781,9,0
HCP5,598,3605,86,5
HCG26,160,362,0,0
MICB,153,909,62,7
MCCD1,0,0,0,0
DDX39B,0,23,0,0
ATP6V1G2-DDX39B,0,0,0,0
SNORD117,0,2,0,0
SNORD84,0,5,0,0
ATP6V1G2,29,17,0,0
NFKBIL1,438,334,0,0
LTA,12,65,0,0
TNF,44,488,212,19
LTB,172,532,12,4
LST1,1638,341,449,53
NCR3,9,57,0,0
AIF1,1711,413,217,9
PRRC2A,1739,3227,20,1
SNORA38,1,3,0,0
BAG6,2545,6071,38,3
APOM,41,41,0,0
C6orf47,651,1013,6,0
GPANK1,411,724,1,3
CSNK2B,2485,4571,174,26
LY6G5B,12,27,0,0
LY6G5C,57,68,30,0
ABHD16A,701,1348,74,6
MIR4646,0,0,0,0
LY6G6F,0,4,0,0
LY6G6E,0,3,0,0
LY6G6D,8,32,0,0
LY6G6C,2,162,0,0
DDAH2,2186,1476,38,5
CLIC1,5835,20946,405,43
MSH5,0,2,0,0
MSH5-SAPCD1,0,10,0,0
SAPCD1,0,0,0,0
VWA7,1,6,0,4
VARS,645,1382,20,0
LSM2,685,835,25,1
HSPA1L,43,373,6,0
HSPA1A,9696,23577,2393,76
HSPA1B,4402,23272,1046,74
C6orf48,3348,4216,44,2
SNORD48,0,14,7,0
SNORD52,14,35,0,0
NEU1,795,2859,32,0
SLC44A4,98,329,22,0
EHMT2,553,343,11,0
C2,495,952,58,3
ZBTB12,22,11,0,0
CFB,667,3339,216,24
NELFE,1598,3289,10,1
MIR1236,0,0,0,0
SKIV2L,828,1120,0,0
STK19,420,620,0,0
C4B_2,0,0,0,0
C4A,0,0,0,0
C4B,0,0,0,0
CYP21A2,5,11,0,0
CYP21A1P,12,0,0,0
TNXA,0,0,0,0
TNXB,2719,375,0,0
ATF6B,970,850,1,0
FKBPL,99,144,0,0
PRRT1,52,9,0,0
LOC100507547,20,9,0,0
PPT2,261,87,0,0
PPT2-EGFL8,8,0,0,0
EGFL8,0,0,0,0
AGPAT1,1051,914,10,1
RNF5,0,1,0,0
RNF5P1,4,83,0,0
AGER,7224,14521,636,38
PBX2,1807,2278,92,7
GPSM3,1356,1069,202,24
NOTCH4,2806,546,0,0
C6orf10,2,0,0,0
HCG23,8,8,0,0
BTNL2,5,1,0,0
HLA-DRA,19154,31641,1820,88
HLA-DRB5,3054,3694,956,55
HLA-DRB6,1325,1969,214,12
HLA-DRB1,15272,24193,740,74
HLA-DQA1,1637,15147,988,43
HLA-DQB1,2975,2655,204,8
HLA-DQA2,504,4767,33,2
HLA-DQB2,571,589,18,0
HLA-DOB,91,159,12,0
TAP2,1430,6723,160,9
PSMB8,2464,5991,42,4
TAP1,2123,8618,24,4
PSMB9,1593,2918,126,23
LOC100294145,190,237,2,0
HLA-DMB,1305,476,48,1
HLA-DMA,3466,1913,98,11
BRD2,4800,12893,114,3
HLA-DOA,348,292,8,0
HLA-DPA1,10258,11910,1705,59
HLA-DPB1,8336,7499,584,45
HLA-DPB2,3,3,0,0
COL11A2,57,35,0,0
RXRB,1233,1383,0,0
SLC39A7,1981,7159,4,1
HSD17B8,266,188,0,0
RING1,996,1202,21,2
HCG25,5,13,0,0
VPS52,683,562,29,8
RPS18,28971,47892,535,58
B3GALT4,154,146,0,0
WDR46,1164,2493,14,2
PFDN6,550,1316,5,0
RGL2,1999,2092,16,2
TAPBP,4007,7376,186,21
ZBTB22,396,244,6,0
DAXX,1019,2403,12,1
KIFC1,23,80,2,0
PHF1,1614,3861,62,13
CUTA,1572,3155,54,3
SYNGAP1,246,521,44,2
MIR5004,0,0,0,0
ZBTB9,147,489,0,0
BAK1,414,698,3,3
GGNBP1,2,0,0,0
LINC00336,0,2,0,0
ITPR3,1469,10476,5,0
IP6K3,104,128,0,0
LEMD2,760,1231,22,1
MLN,0,1,0,0
